
/home/dl/anaconda3/envs/ly_transmvs/bin/python /home/dl/ly_pro/3DRecon/Recon_Ablation/Mobile_trans0918/train.py --logdir=./outputs/dtu_training --dataset=dtu_yao --batch_size=6 --epochs=16 --trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/ --trainlist=lists/dtu/train.txt --testlist=lists/dtu/val.txt --numdepth=192 --ndepths=32,16,8,4 --nviews=5 --wd=0.0001 --depth_inter_r=8.0, 4.0,1.0,0.5 --lrepochs=6,8,12:2 --dlossw=1.0,1.0,1.0,1.0
current time 20230919_164239
creating new summary file
argv: ['--logdir=./outputs/dtu_training', '--dataset=dtu_yao', '--batch_size=6', '--epochs=16', '--trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/', '--trainlist=lists/dtu/train.txt', '--testlist=lists/dtu/val.txt', '--numdepth=192', '--ndepths=32,16,8,4', '--nviews=5', '--wd=0.0001', '--depth_inter_r=8.0, 4.0,1.0,0.5', '--lrepochs=6,8,12:2', '--dlossw=1.0,1.0,1.0,1.0']
################################  args  ################################
mode      	train                         	<class 'str'>
model     	mvsnet                        	<class 'str'>
device    	cuda                          	<class 'str'>
dataset   	dtu_yao                       	<class 'str'>
trainpath 	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
testpath  	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
trainlist 	lists/dtu/train.txt           	<class 'str'>
testlist  	lists/dtu/val.txt             	<class 'str'>
epochs    	16                            	<class 'int'>
lr        	0.001                         	<class 'float'>
lrepochs  	6,8,12:2                      	<class 'str'>
wd        	0.0001                        	<class 'float'>
nviews    	5                             	<class 'int'>
batch_size	6                             	<class 'int'>
numdepth  	192                           	<class 'int'>
interval_scale	1.06                          	<class 'float'>
loadckpt  	None                          	<class 'NoneType'>
logdir    	./outputs/dtu_training        	<class 'str'>
resume    	False                         	<class 'bool'>
summary_freq	10                            	<class 'int'>
save_freq 	1                             	<class 'int'>
eval_freq 	1                             	<class 'int'>
seed      	1                             	<class 'int'>
pin_m     	False                         	<class 'bool'>
local_rank	0                             	<class 'int'>
share_cr  	False                         	<class 'bool'>
ndepths   	32,16,8,4                     	<class 'str'>
fea_channels	64,32,16,8                    	<class 'str'>
depth_inter_r	8.0, 4.0,1.0,0.5              	<class 'str'>
dlossw    	1.0,1.0,1.0,1.0               	<class 'str'>
cr_base_chs	8,8,8,4                       	<class 'str'>
grad_method	detach                        	<class 'str'>
using_apex	False                         	<class 'bool'>
sync_bn   	False                         	<class 'bool'>
opt_level 	O0                            	<class 'str'>
keep_batchnorm_fp32	None                          	<class 'NoneType'>
loss_scale	None                          	<class 'NoneType'>
########################################################################
**********netphs:[32, 16, 8, 4], depth_intervals_ratio:[8.0, 4.0, 1.0, 0.5],  grad:detach, chs:[8, 8, 8, 4]************
start at epoch 0
Number of model parameters: 3503673
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 6174
/home/dl/anaconda3/envs/ly_transmvs/lib/python3.8/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Epoch 0/16, Iter 0/4516, lr 0.000335, train loss = 19.949, depth loss = 155.916, entropy loss = 19.949, time = 7.534
Epoch 8/16, Iter 3302/4516, lr 0.000250, train loss = 4.046, depth loss = 2.110, entropy loss = 4.046, time = 1.574
Epoch 8/16, Iter 3312/4516, lr 0.000250, train loss = 3.822, depth loss = 2.811, entropy loss = 3.822, time = 1.584
Epoch 8/16, Iter 3322/4516, lr 0.000250, train loss = 4.239, depth loss = 5.692, entropy loss = 4.239, time = 1.576
Epoch 8/16, Iter 3332/4516, lr 0.000250, train loss = 3.916, depth loss = 1.578, entropy loss = 3.916, time = 1.574
Epoch 8/16, Iter 3342/4516, lr 0.000250, train loss = 4.043, depth loss = 2.277, entropy loss = 4.043, time = 1.577
Epoch 8/16, Iter 3352/4516, lr 0.000250, train loss = 4.204, depth loss = 2.587, entropy loss = 4.204, time = 1.573
Epoch 8/16, Iter 3362/4516, lr 0.000250, train loss = 3.754, depth loss = 1.865, entropy loss = 3.754, time = 1.577
Epoch 8/16, Iter 3372/4516, lr 0.000250, train loss = 4.614, depth loss = 3.094, entropy loss = 4.614, time = 1.573
Epoch 8/16, Iter 3382/4516, lr 0.000250, train loss = 3.434, depth loss = 2.595, entropy loss = 3.434, time = 1.573
Epoch 8/16, Iter 3392/4516, lr 0.000250, train loss = 4.114, depth loss = 2.879, entropy loss = 4.114, time = 1.576
Epoch 8/16, Iter 3402/4516, lr 0.000250, train loss = 3.288, depth loss = 1.328, entropy loss = 3.288, time = 1.579
Epoch 8/16, Iter 3412/4516, lr 0.000250, train loss = 4.654, depth loss = 4.463, entropy loss = 4.654, time = 1.579
Epoch 8/16, Iter 3422/4516, lr 0.000250, train loss = 4.985, depth loss = 3.342, entropy loss = 4.985, time = 1.578
Epoch 8/16, Iter 3432/4516, lr 0.000250, train loss = 4.099, depth loss = 3.726, entropy loss = 4.099, time = 1.584
Epoch 8/16, Iter 3442/4516, lr 0.000250, train loss = 4.159, depth loss = 2.739, entropy loss = 4.159, time = 1.580
Epoch 8/16, Iter 3452/4516, lr 0.000250, train loss = 5.327, depth loss = 7.333, entropy loss = 5.327, time = 1.582
Epoch 8/16, Iter 3462/4516, lr 0.000250, train loss = 4.338, depth loss = 3.741, entropy loss = 4.338, time = 1.583
Epoch 8/16, Iter 3472/4516, lr 0.000250, train loss = 4.369, depth loss = 2.532, entropy loss = 4.369, time = 1.576
Epoch 8/16, Iter 3482/4516, lr 0.000250, train loss = 3.853, depth loss = 2.408, entropy loss = 3.853, time = 1.581
Epoch 8/16, Iter 3492/4516, lr 0.000250, train loss = 4.906, depth loss = 6.661, entropy loss = 4.906, time = 1.583
Epoch 8/16, Iter 3502/4516, lr 0.000250, train loss = 3.842, depth loss = 1.219, entropy loss = 3.842, time = 1.580
Epoch 8/16, Iter 3512/4516, lr 0.000250, train loss = 4.905, depth loss = 1.803, entropy loss = 4.905, time = 1.578
Epoch 8/16, Iter 3522/4516, lr 0.000250, train loss = 4.635, depth loss = 5.719, entropy loss = 4.635, time = 1.576
Epoch 8/16, Iter 3532/4516, lr 0.000250, train loss = 3.781, depth loss = 3.448, entropy loss = 3.781, time = 1.586
Epoch 8/16, Iter 3542/4516, lr 0.000250, train loss = 4.410, depth loss = 7.245, entropy loss = 4.410, time = 1.592
Epoch 8/16, Iter 3552/4516, lr 0.000250, train loss = 4.236, depth loss = 3.182, entropy loss = 4.236, time = 1.583
Epoch 8/16, Iter 3562/4516, lr 0.000250, train loss = 3.926, depth loss = 1.789, entropy loss = 3.926, time = 1.583
Epoch 8/16, Iter 3572/4516, lr 0.000250, train loss = 3.996, depth loss = 1.824, entropy loss = 3.996, time = 1.584
Epoch 8/16, Iter 3582/4516, lr 0.000250, train loss = 4.284, depth loss = 2.539, entropy loss = 4.284, time = 1.576
Epoch 8/16, Iter 3592/4516, lr 0.000250, train loss = 4.135, depth loss = 2.416, entropy loss = 4.135, time = 1.575
Epoch 8/16, Iter 3602/4516, lr 0.000250, train loss = 4.509, depth loss = 3.280, entropy loss = 4.509, time = 1.575
Epoch 8/16, Iter 3612/4516, lr 0.000250, train loss = 3.919, depth loss = 3.188, entropy loss = 3.919, time = 1.575
Epoch 8/16, Iter 3622/4516, lr 0.000250, train loss = 4.190, depth loss = 4.142, entropy loss = 4.190, time = 1.576
Epoch 8/16, Iter 3632/4516, lr 0.000250, train loss = 3.654, depth loss = 2.038, entropy loss = 3.654, time = 1.576
Epoch 8/16, Iter 3642/4516, lr 0.000250, train loss = 3.683, depth loss = 2.150, entropy loss = 3.683, time = 1.580
Epoch 8/16, Iter 3652/4516, lr 0.000250, train loss = 4.947, depth loss = 3.819, entropy loss = 4.947, time = 1.582
Epoch 8/16, Iter 3662/4516, lr 0.000250, train loss = 3.602, depth loss = 1.727, entropy loss = 3.602, time = 1.582
Epoch 8/16, Iter 3672/4516, lr 0.000250, train loss = 4.454, depth loss = 5.672, entropy loss = 4.454, time = 1.586
Epoch 8/16, Iter 3682/4516, lr 0.000250, train loss = 3.617, depth loss = 3.265, entropy loss = 3.617, time = 1.579
Epoch 8/16, Iter 3692/4516, lr 0.000250, train loss = 4.806, depth loss = 4.804, entropy loss = 4.806, time = 1.583
Epoch 8/16, Iter 3702/4516, lr 0.000250, train loss = 4.295, depth loss = 3.101, entropy loss = 4.295, time = 1.581
Epoch 8/16, Iter 3712/4516, lr 0.000250, train loss = 4.876, depth loss = 2.653, entropy loss = 4.876, time = 1.582
Epoch 8/16, Iter 3722/4516, lr 0.000250, train loss = 3.964, depth loss = 2.541, entropy loss = 3.964, time = 1.573
Epoch 8/16, Iter 3732/4516, lr 0.000250, train loss = 4.282, depth loss = 2.976, entropy loss = 4.282, time = 1.577
Epoch 8/16, Iter 3742/4516, lr 0.000250, train loss = 5.124, depth loss = 4.683, entropy loss = 5.124, time = 1.577
Epoch 8/16, Iter 3752/4516, lr 0.000250, train loss = 3.415, depth loss = 1.732, entropy loss = 3.415, time = 1.581
Epoch 8/16, Iter 3762/4516, lr 0.000250, train loss = 3.960, depth loss = 3.632, entropy loss = 3.960, time = 1.587
Epoch 8/16, Iter 3772/4516, lr 0.000250, train loss = 4.151, depth loss = 2.892, entropy loss = 4.151, time = 1.575
Epoch 8/16, Iter 3782/4516, lr 0.000250, train loss = 3.794, depth loss = 2.785, entropy loss = 3.794, time = 1.577
Epoch 8/16, Iter 3792/4516, lr 0.000250, train loss = 3.981, depth loss = 2.424, entropy loss = 3.981, time = 1.586
Epoch 8/16, Iter 3802/4516, lr 0.000250, train loss = 4.672, depth loss = 2.407, entropy loss = 4.672, time = 1.586
Epoch 8/16, Iter 3812/4516, lr 0.000250, train loss = 3.790, depth loss = 2.468, entropy loss = 3.790, time = 1.575
Epoch 8/16, Iter 3822/4516, lr 0.000250, train loss = 4.455, depth loss = 2.784, entropy loss = 4.455, time = 1.582
Epoch 8/16, Iter 3832/4516, lr 0.000250, train loss = 4.051, depth loss = 2.800, entropy loss = 4.051, time = 1.581
Epoch 8/16, Iter 3842/4516, lr 0.000250, train loss = 4.305, depth loss = 2.314, entropy loss = 4.305, time = 1.578
Epoch 8/16, Iter 3852/4516, lr 0.000250, train loss = 4.296, depth loss = 2.764, entropy loss = 4.296, time = 1.580
Epoch 8/16, Iter 3862/4516, lr 0.000250, train loss = 4.097, depth loss = 2.555, entropy loss = 4.097, time = 1.581
Epoch 8/16, Iter 3872/4516, lr 0.000250, train loss = 5.078, depth loss = 4.147, entropy loss = 5.078, time = 1.583
Epoch 8/16, Iter 3882/4516, lr 0.000250, train loss = 4.193, depth loss = 2.469, entropy loss = 4.193, time = 1.577
Epoch 8/16, Iter 3892/4516, lr 0.000250, train loss = 4.706, depth loss = 4.599, entropy loss = 4.706, time = 1.577
Epoch 8/16, Iter 3902/4516, lr 0.000250, train loss = 4.771, depth loss = 2.610, entropy loss = 4.771, time = 1.578
Epoch 8/16, Iter 3912/4516, lr 0.000250, train loss = 4.098, depth loss = 1.551, entropy loss = 4.098, time = 1.577
Epoch 8/16, Iter 3922/4516, lr 0.000250, train loss = 3.396, depth loss = 1.413, entropy loss = 3.396, time = 1.574
Epoch 8/16, Iter 3932/4516, lr 0.000250, train loss = 4.461, depth loss = 2.572, entropy loss = 4.461, time = 1.580
Epoch 8/16, Iter 3942/4516, lr 0.000250, train loss = 5.427, depth loss = 4.784, entropy loss = 5.427, time = 1.580
Epoch 8/16, Iter 3952/4516, lr 0.000250, train loss = 3.876, depth loss = 1.493, entropy loss = 3.876, time = 1.579
Epoch 8/16, Iter 3962/4516, lr 0.000250, train loss = 3.969, depth loss = 2.084, entropy loss = 3.969, time = 1.571
Epoch 8/16, Iter 3972/4516, lr 0.000250, train loss = 4.405, depth loss = 1.693, entropy loss = 4.405, time = 1.575
Epoch 8/16, Iter 3982/4516, lr 0.000250, train loss = 5.660, depth loss = 3.979, entropy loss = 5.660, time = 1.576
Epoch 8/16, Iter 3992/4516, lr 0.000250, train loss = 4.516, depth loss = 4.251, entropy loss = 4.516, time = 1.580
Epoch 8/16, Iter 4002/4516, lr 0.000250, train loss = 4.450, depth loss = 3.188, entropy loss = 4.450, time = 1.577
Epoch 8/16, Iter 4012/4516, lr 0.000250, train loss = 4.647, depth loss = 4.022, entropy loss = 4.647, time = 1.581
Epoch 8/16, Iter 4022/4516, lr 0.000250, train loss = 3.880, depth loss = 1.982, entropy loss = 3.880, time = 1.579
Epoch 8/16, Iter 4032/4516, lr 0.000250, train loss = 4.136, depth loss = 4.510, entropy loss = 4.136, time = 1.579
Epoch 8/16, Iter 4042/4516, lr 0.000250, train loss = 4.344, depth loss = 5.551, entropy loss = 4.344, time = 1.572
Epoch 8/16, Iter 4052/4516, lr 0.000250, train loss = 4.114, depth loss = 3.441, entropy loss = 4.114, time = 1.581
Epoch 8/16, Iter 4062/4516, lr 0.000250, train loss = 5.128, depth loss = 5.719, entropy loss = 5.128, time = 1.583
Epoch 8/16, Iter 4072/4516, lr 0.000250, train loss = 4.105, depth loss = 4.379, entropy loss = 4.105, time = 1.579
Epoch 8/16, Iter 4082/4516, lr 0.000250, train loss = 4.557, depth loss = 4.710, entropy loss = 4.557, time = 1.576
Epoch 8/16, Iter 4092/4516, lr 0.000250, train loss = 5.104, depth loss = 3.795, entropy loss = 5.104, time = 1.579
Epoch 8/16, Iter 4102/4516, lr 0.000250, train loss = 4.305, depth loss = 2.967, entropy loss = 4.305, time = 1.576
Epoch 8/16, Iter 4112/4516, lr 0.000250, train loss = 4.141, depth loss = 2.138, entropy loss = 4.141, time = 1.579
Epoch 8/16, Iter 4122/4516, lr 0.000250, train loss = 3.593, depth loss = 1.681, entropy loss = 3.593, time = 1.573
Epoch 8/16, Iter 4132/4516, lr 0.000250, train loss = 4.035, depth loss = 4.554, entropy loss = 4.035, time = 1.575
Epoch 8/16, Iter 4142/4516, lr 0.000250, train loss = 4.654, depth loss = 6.814, entropy loss = 4.654, time = 1.585
Epoch 8/16, Iter 4152/4516, lr 0.000250, train loss = 4.596, depth loss = 5.653, entropy loss = 4.596, time = 1.578
Epoch 8/16, Iter 4162/4516, lr 0.000250, train loss = 4.428, depth loss = 4.754, entropy loss = 4.428, time = 1.586
Epoch 8/16, Iter 4172/4516, lr 0.000250, train loss = 4.736, depth loss = 5.669, entropy loss = 4.736, time = 1.584
Epoch 8/16, Iter 4182/4516, lr 0.000250, train loss = 4.420, depth loss = 5.975, entropy loss = 4.420, time = 1.579
Epoch 8/16, Iter 4192/4516, lr 0.000250, train loss = 3.982, depth loss = 2.678, entropy loss = 3.982, time = 1.629
Epoch 8/16, Iter 4202/4516, lr 0.000250, train loss = 4.094, depth loss = 3.736, entropy loss = 4.094, time = 1.581
Epoch 8/16, Iter 4212/4516, lr 0.000250, train loss = 3.688, depth loss = 2.198, entropy loss = 3.688, time = 1.574
Epoch 8/16, Iter 4222/4516, lr 0.000250, train loss = 3.897, depth loss = 2.292, entropy loss = 3.897, time = 1.581
Epoch 8/16, Iter 4232/4516, lr 0.000250, train loss = 4.456, depth loss = 2.967, entropy loss = 4.456, time = 1.582
Epoch 8/16, Iter 4242/4516, lr 0.000250, train loss = 4.213, depth loss = 3.035, entropy loss = 4.213, time = 1.583
Epoch 8/16, Iter 4252/4516, lr 0.000250, train loss = 6.045, depth loss = 13.411, entropy loss = 6.045, time = 1.585
Epoch 8/16, Iter 4262/4516, lr 0.000250, train loss = 3.935, depth loss = 5.240, entropy loss = 3.935, time = 1.580
Epoch 8/16, Iter 4272/4516, lr 0.000250, train loss = 3.654, depth loss = 3.620, entropy loss = 3.654, time = 1.576
Epoch 8/16, Iter 4282/4516, lr 0.000250, train loss = 3.861, depth loss = 3.477, entropy loss = 3.861, time = 1.581
Epoch 8/16, Iter 4292/4516, lr 0.000250, train loss = 4.489, depth loss = 2.362, entropy loss = 4.489, time = 1.585
Epoch 8/16, Iter 4302/4516, lr 0.000250, train loss = 3.874, depth loss = 1.961, entropy loss = 3.874, time = 1.586
Epoch 8/16, Iter 4312/4516, lr 0.000250, train loss = 3.994, depth loss = 2.983, entropy loss = 3.994, time = 1.585
Epoch 8/16, Iter 4322/4516, lr 0.000250, train loss = 3.456, depth loss = 1.386, entropy loss = 3.456, time = 1.578
Epoch 8/16, Iter 4332/4516, lr 0.000250, train loss = 3.881, depth loss = 4.241, entropy loss = 3.881, time = 1.579
Epoch 8/16, Iter 4342/4516, lr 0.000250, train loss = 4.077, depth loss = 4.654, entropy loss = 4.077, time = 1.579
Epoch 8/16, Iter 4352/4516, lr 0.000250, train loss = 4.678, depth loss = 3.724, entropy loss = 4.678, time = 1.587
Epoch 8/16, Iter 4362/4516, lr 0.000250, train loss = 4.972, depth loss = 3.604, entropy loss = 4.972, time = 1.584
Epoch 8/16, Iter 4372/4516, lr 0.000250, train loss = 4.874, depth loss = 3.602, entropy loss = 4.874, time = 1.573
Epoch 8/16, Iter 4382/4516, lr 0.000250, train loss = 5.412, depth loss = 2.319, entropy loss = 5.412, time = 1.573
Epoch 8/16, Iter 4392/4516, lr 0.000250, train loss = 4.350, depth loss = 2.917, entropy loss = 4.350, time = 1.569
Epoch 8/16, Iter 4402/4516, lr 0.000250, train loss = 4.909, depth loss = 6.789, entropy loss = 4.909, time = 1.568
Epoch 8/16, Iter 4412/4516, lr 0.000250, train loss = 3.067, depth loss = 1.389, entropy loss = 3.067, time = 1.575
Epoch 8/16, Iter 4422/4516, lr 0.000250, train loss = 4.133, depth loss = 4.458, entropy loss = 4.133, time = 1.582
Epoch 8/16, Iter 4432/4516, lr 0.000250, train loss = 4.137, depth loss = 3.231, entropy loss = 4.137, time = 1.578
Epoch 8/16, Iter 4442/4516, lr 0.000250, train loss = 4.949, depth loss = 3.120, entropy loss = 4.949, time = 1.582
Epoch 8/16, Iter 4452/4516, lr 0.000250, train loss = 4.053, depth loss = 2.583, entropy loss = 4.053, time = 1.584
Epoch 8/16, Iter 4462/4516, lr 0.000250, train loss = 5.598, depth loss = 9.044, entropy loss = 5.598, time = 1.585
Epoch 8/16, Iter 4472/4516, lr 0.000250, train loss = 4.751, depth loss = 4.181, entropy loss = 4.751, time = 1.585
Epoch 8/16, Iter 4482/4516, lr 0.000250, train loss = 4.453, depth loss = 2.448, entropy loss = 4.453, time = 1.579
Epoch 8/16, Iter 4492/4516, lr 0.000250, train loss = 4.793, depth loss = 6.438, entropy loss = 4.793, time = 1.578
Epoch 8/16, Iter 4502/4516, lr 0.000250, train loss = 4.086, depth loss = 1.738, entropy loss = 4.086, time = 1.578
Epoch 8/16, Iter 4512/4516, lr 0.000250, train loss = 4.296, depth loss = 1.751, entropy loss = 4.296, time = 1.577
Epoch 8/16, Iter 2/1029, test loss = 5.876, depth loss = 4.854, entropy loss = 5.876, time = 0.417236
Epoch 8/16, Iter 12/1029, test loss = 4.967, depth loss = 2.968, entropy loss = 4.967, time = 0.415436
Epoch 8/16, Iter 22/1029, test loss = 6.138, depth loss = 4.681, entropy loss = 6.138, time = 0.419687
Epoch 8/16, Iter 32/1029, test loss = 4.597, depth loss = 1.654, entropy loss = 4.597, time = 0.417196
Epoch 8/16, Iter 42/1029, test loss = 4.604, depth loss = 1.019, entropy loss = 4.604, time = 0.408442
Epoch 8/16, Iter 52/1029, test loss = 3.830, depth loss = 0.549, entropy loss = 3.830, time = 0.415131
Epoch 8/16, Iter 62/1029, test loss = 4.432, depth loss = 1.936, entropy loss = 4.432, time = 0.417367
Epoch 8/16, Iter 72/1029, test loss = 3.534, depth loss = 0.824, entropy loss = 3.534, time = 0.406528
Epoch 8/16, Iter 82/1029, test loss = 3.530, depth loss = 0.829, entropy loss = 3.530, time = 0.406579
Epoch 8/16, Iter 92/1029, test loss = 3.590, depth loss = 0.785, entropy loss = 3.590, time = 0.415826
Epoch 8/16, Iter 102/1029, test loss = 5.048, depth loss = 2.773, entropy loss = 5.048, time = 0.416059
Epoch 8/16, Iter 112/1029, test loss = 3.860, depth loss = 1.067, entropy loss = 3.860, time = 0.406139
Epoch 8/16, Iter 122/1029, test loss = 5.456, depth loss = 1.198, entropy loss = 5.456, time = 0.404871
Epoch 8/16, Iter 132/1029, test loss = 5.037, depth loss = 1.134, entropy loss = 5.037, time = 0.405067
Epoch 8/16, Iter 142/1029, test loss = 4.776, depth loss = 1.188, entropy loss = 4.776, time = 0.404737
Epoch 8/16, Iter 152/1029, test loss = 4.771, depth loss = 1.222, entropy loss = 4.771, time = 0.407713
Epoch 8/16, Iter 162/1029, test loss = 4.785, depth loss = 5.055, entropy loss = 4.785, time = 0.407730
Epoch 8/16, Iter 172/1029, test loss = 7.283, depth loss = 5.150, entropy loss = 7.283, time = 0.412812
Epoch 8/16, Iter 182/1029, test loss = 6.654, depth loss = 3.256, entropy loss = 6.654, time = 0.403609
Epoch 8/16, Iter 192/1029, test loss = 8.329, depth loss = 15.327, entropy loss = 8.329, time = 0.413990
Epoch 8/16, Iter 202/1029, test loss = 5.387, depth loss = 2.081, entropy loss = 5.387, time = 0.407604
Epoch 8/16, Iter 212/1029, test loss = 5.249, depth loss = 2.300, entropy loss = 5.249, time = 0.409011
Epoch 8/16, Iter 222/1029, test loss = 4.988, depth loss = 2.599, entropy loss = 4.988, time = 0.406256
Epoch 8/16, Iter 232/1029, test loss = 6.790, depth loss = 4.462, entropy loss = 6.790, time = 0.416160
Epoch 8/16, Iter 242/1029, test loss = 7.695, depth loss = 6.196, entropy loss = 7.695, time = 0.416389
Epoch 8/16, Iter 252/1029, test loss = 5.969, depth loss = 3.251, entropy loss = 5.969, time = 0.405985
Epoch 8/16, Iter 262/1029, test loss = 8.238, depth loss = 10.142, entropy loss = 8.238, time = 0.415959
Epoch 8/16, Iter 272/1029, test loss = 6.721, depth loss = 4.096, entropy loss = 6.721, time = 0.409905
Epoch 8/16, Iter 282/1029, test loss = 8.512, depth loss = 22.871, entropy loss = 8.512, time = 0.417540
Epoch 8/16, Iter 292/1029, test loss = 4.170, depth loss = 1.395, entropy loss = 4.170, time = 0.407577
Epoch 8/16, Iter 302/1029, test loss = 3.696, depth loss = 4.578, entropy loss = 3.696, time = 0.403271
Epoch 8/16, Iter 312/1029, test loss = 4.590, depth loss = 7.968, entropy loss = 4.590, time = 0.404865
Epoch 8/16, Iter 322/1029, test loss = 4.823, depth loss = 11.873, entropy loss = 4.823, time = 0.407201
Epoch 8/16, Iter 332/1029, test loss = 6.051, depth loss = 1.302, entropy loss = 6.051, time = 0.405165
Epoch 8/16, Iter 342/1029, test loss = 6.340, depth loss = 2.842, entropy loss = 6.340, time = 0.404035
Epoch 8/16, Iter 352/1029, test loss = 8.737, depth loss = 6.111, entropy loss = 8.737, time = 0.415390
Epoch 8/16, Iter 362/1029, test loss = 7.128, depth loss = 5.108, entropy loss = 7.128, time = 0.413423
Epoch 8/16, Iter 372/1029, test loss = 8.308, depth loss = 26.129, entropy loss = 8.308, time = 0.415669
Epoch 8/16, Iter 382/1029, test loss = 8.901, depth loss = 32.825, entropy loss = 8.901, time = 0.429770
Epoch 8/16, Iter 392/1029, test loss = 10.745, depth loss = 25.981, entropy loss = 10.745, time = 0.404274
Epoch 8/16, Iter 402/1029, test loss = 4.610, depth loss = 1.511, entropy loss = 4.610, time = 0.413810
Epoch 8/16, Iter 412/1029, test loss = 3.624, depth loss = 1.172, entropy loss = 3.624, time = 0.407643
Epoch 8/16, Iter 422/1029, test loss = 5.300, depth loss = 4.058, entropy loss = 5.300, time = 0.407135
Epoch 8/16, Iter 432/1029, test loss = 3.920, depth loss = 1.764, entropy loss = 3.920, time = 0.404412
Epoch 8/16, Iter 442/1029, test loss = 4.441, depth loss = 1.684, entropy loss = 4.441, time = 0.406088
Epoch 8/16, Iter 452/1029, test loss = 3.548, depth loss = 0.663, entropy loss = 3.548, time = 0.408500
Epoch 8/16, Iter 462/1029, test loss = 6.723, depth loss = 13.295, entropy loss = 6.723, time = 0.410171
Epoch 8/16, Iter 472/1029, test loss = 4.586, depth loss = 2.540, entropy loss = 4.586, time = 0.406301
Epoch 8/16, Iter 482/1029, test loss = 3.990, depth loss = 2.624, entropy loss = 3.990, time = 0.405618
Epoch 8/16, Iter 492/1029, test loss = 3.677, depth loss = 2.077, entropy loss = 3.677, time = 0.406384
Epoch 8/16, Iter 502/1029, test loss = 5.173, depth loss = 4.744, entropy loss = 5.173, time = 0.404496
Epoch 8/16, Iter 512/1029, test loss = 3.614, depth loss = 2.404, entropy loss = 3.614, time = 0.405901
Epoch 8/16, Iter 522/1029, test loss = 5.296, depth loss = 2.038, entropy loss = 5.296, time = 0.405877
Epoch 8/16, Iter 532/1029, test loss = 5.095, depth loss = 1.292, entropy loss = 5.095, time = 0.406035
Epoch 8/16, Iter 542/1029, test loss = 4.949, depth loss = 1.284, entropy loss = 4.949, time = 0.405709
Epoch 8/16, Iter 552/1029, test loss = 5.013, depth loss = 1.477, entropy loss = 5.013, time = 0.407432
Epoch 8/16, Iter 562/1029, test loss = 5.528, depth loss = 1.716, entropy loss = 5.528, time = 0.406405
Epoch 8/16, Iter 572/1029, test loss = 3.475, depth loss = 2.999, entropy loss = 3.475, time = 0.406511
Epoch 8/16, Iter 582/1029, test loss = 2.522, depth loss = 1.094, entropy loss = 2.522, time = 0.408575
Epoch 8/16, Iter 592/1029, test loss = 3.149, depth loss = 2.409, entropy loss = 3.149, time = 0.408496
Epoch 8/16, Iter 602/1029, test loss = 2.305, depth loss = 0.851, entropy loss = 2.305, time = 0.407436
Epoch 8/16, Iter 612/1029, test loss = 2.239, depth loss = 0.919, entropy loss = 2.239, time = 0.406886
Epoch 8/16, Iter 622/1029, test loss = 2.799, depth loss = 0.888, entropy loss = 2.799, time = 0.408280
Epoch 8/16, Iter 632/1029, test loss = 5.048, depth loss = 1.588, entropy loss = 5.048, time = 0.409580
Epoch 8/16, Iter 642/1029, test loss = 5.414, depth loss = 2.336, entropy loss = 5.414, time = 0.414578
Epoch 8/16, Iter 652/1029, test loss = 4.150, depth loss = 2.544, entropy loss = 4.150, time = 0.408355
Epoch 8/16, Iter 662/1029, test loss = 5.849, depth loss = 2.332, entropy loss = 5.849, time = 0.408342
Epoch 8/16, Iter 672/1029, test loss = 4.785, depth loss = 3.026, entropy loss = 4.785, time = 0.408555
Epoch 8/16, Iter 682/1029, test loss = 4.511, depth loss = 1.801, entropy loss = 4.511, time = 0.409863
Epoch 8/16, Iter 692/1029, test loss = 3.822, depth loss = 1.259, entropy loss = 3.822, time = 0.407293
Epoch 8/16, Iter 702/1029, test loss = 4.394, depth loss = 1.805, entropy loss = 4.394, time = 0.407838
Epoch 8/16, Iter 712/1029, test loss = 4.021, depth loss = 1.296, entropy loss = 4.021, time = 0.410003
Epoch 8/16, Iter 722/1029, test loss = 3.649, depth loss = 1.715, entropy loss = 3.649, time = 0.409022
Epoch 8/16, Iter 732/1029, test loss = 5.519, depth loss = 1.844, entropy loss = 5.519, time = 0.409123
Epoch 8/16, Iter 742/1029, test loss = 4.675, depth loss = 2.958, entropy loss = 4.675, time = 0.407320
Epoch 8/16, Iter 752/1029, test loss = 4.811, depth loss = 3.208, entropy loss = 4.811, time = 0.407683
Epoch 8/16, Iter 762/1029, test loss = 4.151, depth loss = 2.013, entropy loss = 4.151, time = 0.408209
Epoch 8/16, Iter 772/1029, test loss = 3.780, depth loss = 2.789, entropy loss = 3.780, time = 0.412405
Epoch 8/16, Iter 782/1029, test loss = 3.961, depth loss = 2.372, entropy loss = 3.961, time = 0.405028
